0.001251,0.192047,0.370270,0.245148,0.191284
0.350281,0.129578,0.105133,0.310944,0.104065
0.174103,0.572479,0.076233,0.036102,0.141083
0.014984,0.289001,0.209534,0.196960,0.289520
0.091400,0.055908,0.018585,0.198547,0.635559
0.004669,0.114410,0.326599,0.542816,0.011505
0.008911,0.368958,0.153778,0.039520,0.428833
0.166229,0.435516,0.005402,0.055878,0.336975
0.057037,0.295074,0.098663,0.156891,0.392334
0.301941,0.217926,0.263428,0.019287,0.197418
0.726654,0.149292,0.049744,0.030182,0.044128
0.142334,0.092987,0.226746,0.077271,0.460663
0.209595,0.570038,0.063995,0.018585,0.137787
0.392426,0.219055,0.385284,0.002899,0.000336
0.023743,0.242462,0.031067,0.542847,0.159882
0.056213,0.036407,0.283234,0.301331,0.322815
0.008789,0.264099,0.002991,0.642883,0.081238
0.587891,0.103271,0.035309,0.111115,0.162415
0.205353,0.263092,0.016479,0.258789,0.256287
0.108276,0.349670,0.286469,0.204712,0.050873
0.385223,0.213806,0.009918,0.126038,0.265015
0.151550,0.073547,0.136230,0.211060,0.427612
0.425140,0.091949,0.285767,0.187103,0.010040
0.168976,0.176575,0.311737,0.094238,0.248474
0.063538,0.428345,0.012909,0.194946,0.300262
0.141571,0.005920,0.757599,0.044464,0.050446
0.070374,0.232666,0.123505,0.266327,0.307129
0.153229,0.529938,0.194061,0.089355,0.033417
0.177887,0.013458,0.390686,0.239624,0.178345
0.155548,0.319702,0.028656,0.313263,0.182831
0.279572,0.126007,0.163147,0.163269,0.268005
0.475281,0.206940,0.039673,0.033936,0.244171
0.035095,0.087921,0.244781,0.466858,0.165344
0.104675,0.321533,0.090790,0.145966,0.337036
0.345978,0.203552,0.371826,0.027954,0.050690
0.316864,0.058105,0.096741,0.375244,0.153046
0.271881,0.025909,0.158295,0.526855,0.017059
0.195984,0.371277,0.171906,0.022125,0.238708
0.397644,0.103241,0.338531,0.050720,0.109863
0.027466,0.023041,0.522064,0.422028,0.005402
0.194061,0.337250,0.095428,0.216278,0.156982
0.123322,0.074524,0.459747,0.184540,0.157867
0.109924,0.204132,0.429047,0.197937,0.058960
0.140259,0.145813,0.050232,0.396759,0.266937
0.600220,0.107758,0.039215,0.087402,0.165405
0.001617,0.059387,0.083466,0.108246,0.747284
0.115601,0.094971,0.595642,0.046387,0.147400
0.014252,0.099518,0.340729,0.098694,0.446808
0.073883,0.469543,0.142700,0.066071,0.247803
0.201935,0.088409,0.146362,0.259491,0.303802
0.232422,0.204254,0.095886,0.045288,0.422150
0.160187,0.343933,0.124542,0.334351,0.036987
0.189941,0.145996,0.359802,0.229034,0.075226
0.178345,0.279083,0.537720,0.002838,0.002014
0.094391,0.003113,0.340210,0.187439,0.374847
0.048431,0.241577,0.604584,0.036896,0.068512
0.201965,0.025330,0.183411,0.358337,0.230957
0.451599,0.014740,0.137787,0.023926,0.371948
0.597809,0.036896,0.194061,0.026001,0.145233
0.375122,0.190613,0.059021,0.096130,0.279114
0.184265,0.370850,0.182770,0.167175,0.094940
0.188934,0.053925,0.361847,0.093781,0.301514
0.080383,0.270905,0.143158,0.090149,0.415405
0.612030,0.008331,0.070740,0.049622,0.259277
0.149109,0.426910,0.228485,0.063202,0.132294
0.043213,0.571472,0.112976,0.183868,0.088470
0.315002,0.254181,0.098572,0.308746,0.023499
0.108551,0.065369,0.131897,0.563202,0.130981
0.154877,0.172028,0.417389,0.106903,0.148804
0.076599,0.002747,0.561615,0.179016,0.180023
0.298737,0.110229,0.039276,0.096832,0.454926
0.152649,0.170380,0.142517,0.035645,0.498810
0.313873,0.424103,0.088684,0.132385,0.040955
0.300049,0.424957,0.148315,0.070648,0.056030
0.065735,0.061493,0.397339,0.260376,0.215057
0.072266,0.537354,0.265991,0.080475,0.043915
0.104797,0.217316,0.182922,0.148804,0.346161
0.227081,0.063202,0.260864,0.368805,0.080048
0.114532,0.264587,0.113403,0.170258,0.337219
0.382355,0.114441,0.012451,0.284088,0.206665
0.395172,0.136963,0.074127,0.081879,0.311859
0.005890,0.094727,0.522430,0.084808,0.292145
0.491486,0.005402,0.250427,0.115906,0.136780
0.357086,0.023010,0.172699,0.232544,0.214661
0.176575,0.197662,0.256592,0.324860,0.044312
0.131622,0.480347,0.131287,0.208435,0.048309
0.027832,0.028076,0.273926,0.309357,0.360809
0.131622,0.465240,0.250183,0.017242,0.135712
0.014679,0.111786,0.595154,0.132324,0.146057
0.065948,0.151611,0.399567,0.090759,0.292114
0.168915,0.150482,0.021576,0.283112,0.375916
0.367554,0.293427,0.141388,0.004486,0.193146
0.526520,0.084564,0.187073,0.102417,0.099426
0.144806,0.108887,0.148712,0.227753,0.369843
0.066162,0.070374,0.291260,0.427368,0.144836
0.225555,0.076721,0.245758,0.025299,0.426666
0.110626,0.024078,0.176636,0.496674,0.191986
0.284241,0.503845,0.001526,0.105591,0.104797
0.361115,0.254089,0.128571,0.112854,0.143372
0.228485,0.000946,0.020111,0.614014,0.136444
0.053802,0.027618,0.460968,0.442413,0.015198
0.094666,0.164124,0.167999,0.097870,0.475342
0.125092,0.021454,0.086212,0.658752,0.108490
0.047089,0.011627,0.021393,0.851501,0.068390
0.336395,0.062195,0.034180,0.481903,0.085327
0.534210,0.302948,0.004913,0.104065,0.053864
0.004333,0.254822,0.138519,0.295837,0.306488
0.241089,0.157593,0.126892,0.429199,0.045227
0.255127,0.330414,0.098450,0.261261,0.054749
0.007172,0.428314,0.454712,0.050751,0.059052
0.142426,0.434235,0.024872,0.184601,0.213867
0.004272,0.218048,0.160675,0.034912,0.582092
0.064850,0.017395,0.577667,0.195160,0.144928
0.662048,0.029419,0.111206,0.008362,0.188965
0.142761,0.387360,0.155487,0.003876,0.310516
0.031067,0.696808,0.049835,0.090942,0.131348
0.085449,0.466522,0.092529,0.062042,0.293457
0.058777,0.086395,0.129791,0.672913,0.052124
0.292236,0.327728,0.302490,0.059296,0.018250
0.155914,0.062714,0.148895,0.326996,0.305481
0.106415,0.134125,0.280884,0.380829,0.097748
0.080109,0.361603,0.340363,0.120544,0.097382
0.171783,0.604065,0.094513,0.104004,0.025635
0.003754,0.206879,0.245972,0.294006,0.249390
0.114044,0.197083,0.093567,0.587891,0.007416
0.038574,0.150696,0.058411,0.004395,0.747925
0.153503,0.466797,0.265045,0.053711,0.060944
0.195648,0.449890,0.011200,0.122894,0.220367
0.455444,0.208710,0.244965,0.012146,0.078735
0.150757,0.271271,0.147491,0.066803,0.363678
0.536438,0.004120,0.037994,0.364441,0.057007
0.036621,0.218658,0.094971,0.046692,0.603058
0.070282,0.126221,0.192902,0.405823,0.204773
0.070923,0.084961,0.041779,0.393066,0.409271
0.454315,0.149963,0.040039,0.053009,0.302673
0.396515,0.044769,0.243164,0.151245,0.164307
0.199585,0.392609,0.283783,0.073456,0.050568
0.185303,0.206390,0.503998,0.091736,0.012573
0.442047,0.132385,0.052887,0.081177,0.291504
0.049622,0.210571,0.025360,0.122070,0.592377
0.710175,0.018250,0.166870,0.000732,0.103973
0.308594,0.084961,0.003845,0.506439,0.096161
0.353546,0.034546,0.182465,0.163116,0.266327
0.139313,0.597046,0.003052,0.005920,0.254669
0.200165,0.072418,0.407837,0.230682,0.088898
0.109375,0.258453,0.149811,0.389771,0.092590
0.203064,0.235443,0.079437,0.136871,0.345184
0.075775,0.003784,0.010864,0.597198,0.312378
0.027802,0.279419,0.047852,0.342194,0.302734
0.067841,0.074829,0.252167,0.280884,0.324280
0.198700,0.416992,0.078308,0.030914,0.275085
0.098297,0.445679,0.001373,0.109528,0.345123
0.049622,0.414398,0.505920,0.004608,0.025452
0.530945,0.148956,0.012878,0.035065,0.272156
0.049957,0.322144,0.016510,0.421143,0.190247
0.060822,0.108734,0.140991,0.473907,0.215546
0.009155,0.203308,0.109436,0.162750,0.515350
0.439850,0.067993,0.098083,0.152588,0.241486
0.349792,0.051270,0.441559,0.099670,0.057709
0.053467,0.509369,0.060455,0.373962,0.002747
0.284210,0.022186,0.080353,0.476776,0.136475
