0.001251,0.192047,0.370270,0.436432
0.479858,0.105133,0.223724,0.191284
0.350281,0.472534,0.073120,0.104065
0.174103,0.572479,0.112335,0.141083
0.303986,0.209534,0.196960,0.289520
0.014984,0.076416,0.273041,0.635559
0.147308,0.018585,0.822601,0.011505
0.004669,0.114410,0.326599,0.554321
0.008911,0.368958,0.153778,0.468353
0.571167,0.030579,0.005402,0.392853
0.166229,0.284546,0.212250,0.336975
0.057037,0.295074,0.255554,0.392334
0.519867,0.263428,0.019287,0.197418
0.301941,0.424713,0.149292,0.124054
0.539337,0.386353,0.030182,0.044128
0.142334,0.092987,0.226746,0.537933
0.209595,0.570038,0.082581,0.137787
0.843628,0.153137,0.002899,0.000336
0.266205,0.126221,0.219055,0.388519
0.023743,0.273529,0.542847,0.159882
0.092621,0.283234,0.301331,0.322815
0.008789,0.047424,0.862549,0.081238
0.272888,0.002991,0.312012,0.412109
0.691162,0.035309,0.111115,0.162415
0.205353,0.279572,0.258789,0.256287
0.457947,0.010498,0.480682,0.050873
0.108276,0.490753,0.145386,0.255585
0.385223,0.223724,0.126038,0.265015
0.151550,0.209778,0.211060,0.427612
0.225098,0.200043,0.377716,0.197144
0.517090,0.234436,0.238434,0.010040
0.168976,0.176575,0.311737,0.342712
0.063538,0.428345,0.207855,0.300262
0.147491,0.357300,0.444763,0.050446
0.141571,0.551300,0.212219,0.094910
0.070374,0.232666,0.123505,0.573456
0.153229,0.529938,0.283417,0.033417
0.582031,0.239624,0.055573,0.122772
0.177887,0.013458,0.625824,0.182831
0.155548,0.319702,0.028656,0.496094
0.279572,0.126007,0.326416,0.268005
0.568726,0.113495,0.073608,0.244171
0.123016,0.352264,0.246613,0.278107
0.035095,0.332703,0.466858,0.165344
0.426208,0.090790,0.145966,0.337036
0.104675,0.816681,0.027954,0.050690
0.345978,0.125732,0.077820,0.450470
0.316864,0.058105,0.471985,0.153046
0.271881,0.184204,0.526855,0.017059
0.297791,0.269470,0.171906,0.260834
0.195984,0.565308,0.078125,0.160583
0.397644,0.103241,0.389252,0.109863
0.027466,0.545105,0.422028,0.005402
0.050507,0.143555,0.337250,0.468689
0.626740,0.030853,0.185425,0.156982
0.123322,0.074524,0.644287,0.157867
0.109924,0.204132,0.429047,0.256897
0.286072,0.050232,0.604736,0.058960
0.140259,0.592804,0.101532,0.165405
0.600220,0.107758,0.039215,0.252808
0.001617,0.142853,0.108246,0.747284
0.061005,0.745209,0.046387,0.147400
0.115601,0.094971,0.342621,0.446808
0.014252,0.099518,0.340729,0.545502
0.543427,0.142700,0.066071,0.247803
0.073883,0.128052,0.234772,0.563293
0.290344,0.146332,0.259521,0.303802
0.232422,0.300140,0.045288,0.422150
0.160187,0.343933,0.124542,0.371338
0.695740,0.229034,0.038239,0.036987
0.178345,0.011597,0.145996,0.664063
0.457428,0.537720,0.002838,0.002014
0.094391,0.003113,0.527649,0.374847
0.048431,0.389282,0.493774,0.068512
0.227295,0.062714,0.604584,0.105408
0.201965,0.208740,0.358337,0.230957
0.451599,0.152527,0.023926,0.371948
0.466339,0.131470,0.036896,0.365295
0.624756,0.204010,0.026001,0.145233
0.375122,0.190613,0.155151,0.279114
0.184265,0.370850,0.182770,0.262115
0.188934,0.053925,0.662201,0.094940
0.584595,0.020111,0.093781,0.301514
0.080383,0.270905,0.143158,0.505554
0.612030,0.008331,0.120361,0.259277
0.149109,0.541992,0.113403,0.195496
0.576019,0.291687,0.043823,0.088470
0.043213,0.571472,0.112976,0.272339
0.315002,0.352753,0.308746,0.023499
0.173920,0.131897,0.263367,0.430817
0.108551,0.742645,0.017822,0.130981
0.154877,0.172028,0.417389,0.255707
0.076599,0.002747,0.561615,0.359039
0.448242,0.096832,0.274902,0.180023
0.298737,0.110229,0.056580,0.534454
0.152649,0.170380,0.178162,0.498810
0.313873,0.424103,0.088684,0.173340
0.725006,0.148315,0.085724,0.040955
0.127228,0.172821,0.643921,0.056030
0.065735,0.458832,0.260376,0.215057
0.072266,0.537354,0.346466,0.043915
0.322113,0.331726,0.221771,0.124390
0.104797,0.122284,0.277954,0.494965
0.290283,0.260864,0.368805,0.080048
0.114532,0.377991,0.170258,0.337219
0.379120,0.117676,0.296539,0.206665
0.382355,0.126892,0.178894,0.311859
0.395172,0.136963,0.074127,0.393738
0.005890,0.094727,0.607239,0.292145
0.491486,0.131561,0.240173,0.136780
0.380096,0.116791,0.250427,0.252686
0.357086,0.195709,0.232544,0.214661
0.176575,0.454254,0.324860,0.044312
0.131622,0.242615,0.369019,0.256744
0.027832,0.584137,0.339722,0.048309
0.055908,0.273926,0.309357,0.360809
0.131622,0.715424,0.017242,0.135712
0.596863,0.124756,0.132324,0.146057
0.014679,0.111786,0.581421,0.292114
0.065948,0.151611,0.399567,0.382874
0.168915,0.172058,0.283112,0.375916
0.319397,0.048157,0.293427,0.339020
0.526520,0.275848,0.004486,0.193146
0.611084,0.187073,0.102417,0.099426
0.144806,0.257599,0.227753,0.369843
0.136536,0.117157,0.601471,0.144836
0.066162,0.361633,0.145538,0.426666
0.225555,0.076721,0.245758,0.451965
0.110626,0.200714,0.496674,0.191986
0.134705,0.149536,0.503845,0.211914
0.743774,0.045837,0.105591,0.104797
0.361115,0.254089,0.241425,0.143372
0.228485,0.000946,0.634125,0.136444
0.249542,0.292847,0.442413,0.015198
0.053802,0.027618,0.443237,0.475342
0.094666,0.164124,0.167999,0.573212
0.146545,0.086212,0.658752,0.108490
0.080109,0.044983,0.806519,0.068390
0.047089,0.011627,0.277679,0.663605
0.398590,0.034180,0.481903,0.085327
0.534210,0.302948,0.108978,0.053864
0.397675,0.295837,0.148560,0.157928
0.004333,0.254822,0.266418,0.474426
0.241089,0.157593,0.556091,0.045227
0.255127,0.330414,0.098450,0.316010
0.435486,0.454712,0.055054,0.054749
0.007172,0.594360,0.339417,0.059052
0.142426,0.434235,0.209473,0.213867
0.004272,0.218048,0.160675,0.617004
0.082245,0.335663,0.242004,0.340088
0.064850,0.746185,0.044037,0.144928
0.662048,0.029419,0.111206,0.197327
0.142761,0.387360,0.155487,0.314392
0.689484,0.038391,0.049835,0.222290
0.031067,0.613434,0.224152,0.131348
0.085449,0.466522,0.154572,0.293457
0.058777,0.216187,0.672913,0.052124
0.145172,0.474792,0.361786,0.018250
0.292236,0.075287,0.554932,0.077545
0.155914,0.062714,0.475891,0.305481
0.240540,0.280884,0.380829,0.097748
0.106415,0.335297,0.460907,0.097382
0.080109,0.091675,0.610291,0.217926
0.775848,0.094513,0.104004,0.025635
0.003754,0.206879,0.245972,0.543396
0.114044,0.290649,0.345917,0.249390
0.038574,0.272552,0.681458,0.007416
