0.001251,0.192047,0.370270,0.021423,0.223724,0.191284
0.350281,0.129578,0.266724,0.076233,0.073120,0.104065
0.174103,0.129883,0.209534,0.196960,0.148438,0.141083
0.014984,0.076416,0.055908,0.018585,0.198547,0.635559
0.004669,0.004242,0.110168,0.326599,0.542816,0.011505
0.377869,0.153778,0.039520,0.030579,0.005402,0.392853
0.057037,0.109192,0.185883,0.098663,0.212250,0.336975
0.301941,0.217926,0.087799,0.175629,0.019287,0.197418
0.539337,0.187317,0.149292,0.049744,0.030182,0.044128
0.142334,0.067261,0.025726,0.226746,0.400146,0.137787
0.611481,0.168152,0.063995,0.153137,0.002899,0.000336
0.023743,0.242462,0.031067,0.095154,0.447693,0.159882
0.008789,0.047424,0.036407,0.283234,0.301331,0.322815
0.272888,0.002991,0.312012,0.103271,0.227600,0.081238
0.205353,0.279572,0.241547,0.017242,0.093872,0.162415
0.108276,0.349670,0.010498,0.275970,0.204712,0.050873
0.385223,0.187164,0.026642,0.009918,0.126038,0.265015
0.151550,0.073547,0.136230,0.063812,0.377716,0.197144
0.168976,0.176575,0.171539,0.234436,0.238434,0.010040
0.063538,0.428345,0.012909,0.152496,0.042450,0.300262
0.141571,0.005920,0.545380,0.212219,0.044464,0.050446
0.070374,0.232666,0.123505,0.256622,0.283417,0.033417
0.153229,0.038116,0.390686,0.239624,0.055573,0.122772
0.155548,0.022339,0.297363,0.028656,0.313263,0.182831
0.279572,0.126007,0.163147,0.113495,0.049774,0.268005
0.123016,0.244781,0.107483,0.246613,0.033936,0.244171
0.035095,0.391113,0.090790,0.145966,0.171692,0.165344
0.104675,0.241302,0.203552,0.371826,0.027954,0.050690
0.316864,0.058105,0.081116,0.015625,0.375244,0.153046
0.271881,0.025909,0.269470,0.171906,0.243774,0.017059
0.195984,0.201660,0.103241,0.260406,0.078125,0.160583
0.027466,0.023041,0.522064,0.317566,0.104462,0.005402
0.194061,0.337250,0.095428,0.030853,0.185425,0.156982
0.109924,0.013397,0.074524,0.545258,0.099030,0.157867
0.140259,0.145813,0.027985,0.022247,0.604736,0.058960
0.600220,0.107758,0.025085,0.014130,0.087402,0.165405
0.001617,0.059387,0.083466,0.108246,0.553497,0.193787
0.014252,0.101349,0.094971,0.342621,0.299408,0.147400
0.113770,0.340729,0.088928,0.142700,0.066071,0.247803
0.073883,0.128052,0.088409,0.146362,0.259491,0.303802
0.232422,0.204254,0.095886,0.045288,0.050812,0.371338
0.160187,0.343933,0.191620,0.229034,0.038239,0.036987
0.178345,0.011597,0.145996,0.121490,0.537720,0.004852
0.094391,0.003113,0.340210,0.187439,0.372833,0.002014
0.048431,0.178864,0.062714,0.604584,0.036896,0.068512
0.201965,0.208740,0.193420,0.023926,0.140991,0.230957
0.451599,0.014740,0.131470,0.036896,0.220062,0.145233
0.375122,0.190613,0.059021,0.096130,0.107880,0.171234
0.184265,0.058594,0.312256,0.182770,0.167175,0.094940
0.188934,0.162354,0.233307,0.020111,0.093781,0.301514
0.080383,0.414063,0.117584,0.008331,0.120361,0.259277
0.149109,0.426910,0.115082,0.113403,0.063202,0.132294
0.043213,0.571472,0.053070,0.059906,0.183868,0.088470
0.173920,0.131897,0.009186,0.254181,0.407318,0.023499
0.108551,0.046326,0.589417,0.106903,0.017822,0.130981
0.076599,0.002747,0.247559,0.314056,0.179016,0.180023
0.298737,0.110229,0.039276,0.017303,0.079529,0.454926
0.152649,0.161224,0.009155,0.178162,0.236786,0.262024
0.300049,0.424957,0.101654,0.046661,0.085724,0.040955
0.065735,0.061493,0.397339,0.260376,0.159027,0.056030
0.072266,0.537354,0.044220,0.221771,0.080475,0.043915
0.104797,0.122284,0.063202,0.031830,0.182922,0.494965
0.114532,0.377991,0.058624,0.111633,0.257172,0.080048
0.379120,0.003235,0.114441,0.012451,0.284088,0.206665
0.005890,0.389282,0.136963,0.074127,0.081879,0.311859
0.100616,0.390869,0.131561,0.084808,0.155365,0.136780
0.380096,0.116791,0.055908,0.194519,0.038025,0.214661
0.176575,0.180511,0.017151,0.256592,0.324860,0.044312
0.027832,0.103790,0.480347,0.131287,0.208435,0.048309
0.055908,0.075714,0.198212,0.309357,0.207855,0.152954
0.014679,0.582184,0.124756,0.132324,0.010345,0.135712
0.065948,0.060516,0.091095,0.399567,0.090759,0.292114
0.168915,0.150482,0.021576,0.026581,0.256531,0.375916
0.526520,0.084564,0.049896,0.141388,0.004486,0.193146
0.144806,0.257599,0.227753,0.167999,0.102417,0.099426
0.066162,0.070374,0.117157,0.174103,0.427368,0.144836
0.225555,0.076721,0.009064,0.236694,0.025299,0.426666
0.110626,0.024078,0.149536,0.503845,0.019928,0.191986
0.361115,0.254089,0.128571,0.045837,0.105591,0.104797
0.228485,0.000946,0.020111,0.607086,0.006927,0.136444
0.053802,0.027618,0.443237,0.017731,0.442413,0.015198
0.094666,0.138092,0.026031,0.167999,0.464722,0.108490
0.047089,0.033020,0.044983,0.021454,0.785065,0.068390
0.058716,0.277679,0.062195,0.034180,0.481903,0.085327
0.534210,0.159302,0.143646,0.004913,0.104065,0.053864
0.004333,0.254822,0.138519,0.127899,0.429199,0.045227
0.241089,0.014038,0.143555,0.186859,0.098450,0.316010
0.007172,0.428314,0.454712,0.050751,0.004303,0.054749
0.142426,0.079895,0.354340,0.024872,0.184601,0.213867
0.004272,0.077972,0.300751,0.034912,0.242004,0.340088
0.064850,0.597198,0.029419,0.119568,0.044037,0.144928
0.142761,0.387360,0.155487,0.003876,0.113190,0.197327
0.031067,0.613434,0.083374,0.049835,0.090942,0.131348
0.058777,0.026672,0.466522,0.154572,0.241333,0.052124
0.145172,0.129791,0.017273,0.327728,0.361786,0.018250
0.155914,0.062714,0.148895,0.326996,0.227936,0.077545
0.106415,0.134125,0.280884,0.380829,0.000366,0.097382
0.080109,0.091675,0.269928,0.340363,0.192291,0.025635
0.003754,0.206879,0.245972,0.319244,0.094513,0.129639
0.114044,0.197083,0.093567,0.345917,0.241974,0.007416
0.038574,0.114929,0.035767,0.058411,0.004395,0.747925
0.195648,0.424652,0.159332,0.105713,0.053711,0.060944
0.455444,0.190094,0.011200,0.252380,0.012146,0.078735
0.150757,0.271271,0.147491,0.066803,0.027832,0.335846
0.255280,0.281158,0.004120,0.037994,0.364441,0.057007
0.036621,0.159882,0.153748,0.046692,0.398285,0.204773
0.070282,0.000641,0.126740,0.191742,0.201324,0.409271
0.155884,0.298431,0.149963,0.040039,0.053009,0.302673
0.396515,0.044769,0.150909,0.092255,0.151245,0.164307
0.199585,0.192108,0.484283,0.073456,0.037994,0.012573
0.185303,0.256744,0.132385,0.052887,0.268372,0.104309
0.049622,0.210571,0.025360,0.122070,0.300873,0.291504
0.393555,0.316620,0.018250,0.166870,0.000732,0.103973
0.308594,0.079498,0.009308,0.173157,0.333282,0.096161
0.353546,0.380127,0.002686,0.003052,0.005920,0.254669
0.139313,0.060852,0.072418,0.407837,0.230682,0.088898
0.109375,0.093689,0.164764,0.149811,0.389771,0.092590
0.090424,0.348083,0.079437,0.136871,0.032806,0.312378
0.027802,0.047974,0.003784,0.227661,0.047852,0.644928
0.067841,0.074829,0.252167,0.280884,0.021545,0.302734
0.198700,0.416992,0.039185,0.039124,0.030914,0.275085
0.049622,0.048676,0.445679,0.001373,0.429199,0.025452
0.464020,0.066925,0.148956,0.047943,0.242096,0.030060
0.049957,0.322144,0.016510,0.304169,0.116974,0.190247
0.060822,0.108734,0.042908,0.098083,0.473907,0.215546
0.009155,0.312744,0.117950,0.044800,0.023193,0.492157
0.349792,0.051270,0.204865,0.152588,0.084106,0.157379
0.053467,0.509369,0.060455,0.319000,0.054962,0.002747
0.026703,0.257507,0.022186,0.080353,0.476776,0.136475
0.018616,0.012421,0.360138,0.064514,0.156860,0.387451
0.401886,0.209686,0.115692,0.130646,0.078827,0.063263
0.079010,0.503571,0.012421,0.213348,0.067047,0.124603
0.462189,0.106995,0.020233,0.001190,0.202545,0.206848
0.010223,0.257080,0.076263,0.329163,0.143311,0.183960
0.232086,0.109467,0.030182,0.399261,0.098846,0.130157
0.116852,0.066162,0.445892,0.096649,0.168365,0.106079
0.197357,0.338196,0.244507,0.121918,0.063202,0.034821
0.797394,0.051392,0.041534,0.011200,0.051849,0.046631
0.185455,0.065186,0.014343,0.351929,0.011780,0.371307
0.170929,0.309998,0.232941,0.018311,0.055908,0.211914
0.081482,0.043152,0.182831,0.499054,0.048798,0.144684
0.191864,0.281097,0.100342,0.154449,0.034271,0.237976
0.015350,0.158783,0.473480,0.044006,0.303375,0.005005
0.072113,0.202850,0.281677,0.119965,0.162292,0.161102
0.231659,0.000854,0.138702,0.266998,0.141266,0.220520
0.022888,0.181702,0.077148,0.487457,0.201813,0.028992
0.009247,0.037720,0.104858,0.196747,0.295288,0.356140
0.090668,0.252563,0.071320,0.001953,0.128662,0.454834
0.337982,0.197479,0.122040,0.041748,0.176971,0.123779
0.053986,0.205994,0.166809,0.038971,0.104248,0.429993
0.087433,0.399139,0.079224,0.143585,0.153931,0.136688
0.292999,0.485443,0.072083,0.013672,0.000153,0.135651
0.644897,0.101929,0.018768,0.063019,0.043274,0.128113
0.107635,0.332520,0.081787,0.386353,0.004211,0.087494
0.000854,0.168976,0.184174,0.073700,0.395325,0.176971
0.063721,0.026093,0.295837,0.271790,0.116089,0.226471
0.048462,0.094391,0.011230,0.529785,0.123718,0.192413
0.018555,0.035095,0.292480,0.301483,0.330780,0.021606
0.021057,0.221527,0.189117,0.205750,0.276672,0.085876
0.022827,0.369110,0.262054,0.127869,0.044159,0.173981
0.138428,0.324982,0.086975,0.083862,0.349213,0.016541
0.214783,0.085907,0.041840,0.138062,0.301544,0.217865
0.102509,0.048370,0.457123,0.147797,0.228607,0.015594
0.456390,0.185242,0.069977,0.063873,0.223236,0.001282
0.289795,0.277344,0.054047,0.066956,0.257935,0.053925
0.246429,0.043945,0.256287,0.001556,0.164124,0.287659
0.492615,0.130737,0.046448,0.095337,0.186890,0.047974
0.204620,0.241119,0.299774,0.053223,0.190155,0.011108
0.505524,0.085754,0.038177,0.280334,0.008575,0.081635
0.182922,0.266785,0.039673,0.399933,0.051056,0.059631
0.203003,0.048950,0.373108,0.105408,0.210632,0.058899
0.034515,0.006836,0.503113,0.011871,0.084991,0.358673
0.061371,0.066376,0.318573,0.154572,0.395111,0.003998
0.050354,0.122437,0.143158,0.016479,0.327789,0.339783
0.221619,0.188904,0.016968,0.226074,0.024933,0.321503
0.166443,0.268616,0.062469,0.010101,0.295074,0.197296
0.004517,0.124054,0.210907,0.036407,0.451416,0.172699
0.514465,0.128845,0.007263,0.082703,0.157837,0.108887
0.363251,0.102570,0.268127,0.003204,0.219910,0.042938
0.108673,0.003510,0.342590,0.366425,0.083435,0.095367
0.039124,0.377533,0.344696,0.108063,0.066681,0.063904
0.067749,0.049164,0.047943,0.046417,0.379822,0.408905
0.118347,0.461731,0.038177,0.072021,0.041260,0.268463
0.298492,0.079681,0.291534,0.139130,0.106781,0.084381
0.170563,0.033844,0.183838,0.384247,0.224976,0.002533
0.181213,0.009033,0.005371,0.385345,0.379150,0.039886
0.046234,0.074585,0.077332,0.105835,0.077728,0.618286
0.001770,0.446838,0.312408,0.010132,0.109863,0.118988
0.426361,0.034973,0.033508,0.254517,0.052155,0.198486
0.092743,0.145752,0.320892,0.334412,0.028198,0.078003
0.059631,0.431244,0.141144,0.115173,0.109802,0.143005
0.199615,0.056122,0.500305,0.035919,0.117920,0.090118
0.051239,0.470917,0.030670,0.151306,0.086212,0.209656
0.024048,0.529297,0.178375,0.143799,0.038666,0.085815
0.052582,0.252838,0.089508,0.086945,0.315033,0.203094
0.000854,0.218872,0.432220,0.104218,0.012390,0.231445
0.032684,0.024841,0.097229,0.191101,0.324738,0.329407
0.436249,0.199280,0.062317,0.100281,0.183563,0.018311
0.079285,0.021698,0.194305,0.181671,0.397369,0.125671
0.143005,0.000214,0.165497,0.065094,0.544159,0.082031
0.046631,0.193359,0.573822,0.000366,0.083679,0.102142
0.208008,0.021362,0.027130,0.012848,0.576782,0.153870
0.040894,0.568359,0.235504,0.030060,0.012848,0.112335
0.173523,0.010223,0.001312,0.170837,0.093353,0.550751
0.522583,0.023743,0.076691,0.271423,0.017212,0.088348
0.730621,0.109558,0.027222,0.101898,0.029999,0.000702
0.146667,0.024292,0.113403,0.090027,0.599335,0.026276
0.030884,0.614136,0.071564,0.025208,0.070892,0.187317
0.124634,0.250427,0.343811,0.017029,0.082245,0.181854
0.032166,0.617645,0.123657,0.116180,0.025757,0.084595
0.007568,0.149017,0.072021,0.189850,0.030396,0.551147
0.242859,0.258820,0.252777,0.152039,0.012512,0.080994
0.032104,0.181366,0.014771,0.328339,0.214569,0.228851
0.331604,0.207306,0.267456,0.045624,0.139771,0.008240
0.227722,0.143311,0.275818,0.165924,0.056549,0.130676
0.034973,0.084808,0.247101,0.030975,0.163422,0.438721
0.125061,0.076416,0.123444,0.574066,0.041168,0.059845
0.222107,0.223450,0.189178,0.214569,0.044617,0.106079
0.016479,0.407166,0.136414,0.063965,0.240082,0.135895
0.139618,0.127777,0.024567,0.269470,0.120209,0.318359
0.422699,0.184509,0.181000,0.030151,0.140442,0.041199
0.006989,0.013092,0.115692,0.380737,0.222931,0.260559
