0.001251,0.192047,0.156982,0.129578,0.083710,0.021423,0.223724,0.191284
0.174103,0.339417,0.196960,0.036102,0.076233,0.036102,0.037018,0.104065
0.014984,0.076416,0.055908,0.018585,0.138092,0.060455,0.624054,0.011505
0.004669,0.004242,0.110168,0.258789,0.067810,0.085968,0.039520,0.428833
0.057037,0.109192,0.185883,0.098663,0.150970,0.005402,0.055878,0.336975
0.301941,0.217926,0.087799,0.118988,0.056641,0.019287,0.073364,0.124054
0.142334,0.092987,0.226746,0.077271,0.322876,0.063477,0.030182,0.044128
0.209595,0.182831,0.219055,0.168152,0.063995,0.153137,0.002899,0.000336
0.023743,0.068878,0.173584,0.031067,0.078583,0.301331,0.162933,0.159882
0.008789,0.047424,0.216675,0.002991,0.312012,0.103271,0.227600,0.081238
0.205353,0.252594,0.010498,0.016479,0.241547,0.017242,0.093872,0.162415
0.108276,0.276947,0.213806,0.009918,0.126038,0.009430,0.204712,0.050873
0.151550,0.073547,0.136230,0.063812,0.091949,0.055298,0.230469,0.197144
0.063538,0.105438,0.176575,0.146332,0.165405,0.094238,0.238434,0.010040
0.141571,0.005920,0.357300,0.188080,0.006866,0.205353,0.044464,0.050446
0.070374,0.082855,0.149811,0.123505,0.256622,0.194061,0.089355,0.033417
0.155548,0.022339,0.013458,0.283905,0.106781,0.235138,0.004486,0.178345
0.279572,0.126007,0.098328,0.064819,0.113495,0.049774,0.023834,0.244171
0.035095,0.087921,0.244781,0.107483,0.041718,0.204895,0.112762,0.165344
0.104675,0.241302,0.080231,0.123322,0.113434,0.258392,0.027954,0.050690
0.271881,0.044983,0.058105,0.081116,0.015625,0.375244,0.135986,0.017059
0.195984,0.101807,0.099854,0.169617,0.171906,0.022125,0.078125,0.160583
0.027466,0.023041,0.450378,0.030426,0.041260,0.317566,0.104462,0.005402
0.123322,0.070740,0.003784,0.428894,0.030853,0.184540,0.000885,0.156982
0.109924,0.030334,0.145813,0.027985,0.022247,0.406799,0.197937,0.058960
0.144470,0.108246,0.347504,0.107758,0.025085,0.014130,0.087402,0.165405
0.001617,0.059387,0.054596,0.094971,0.342621,0.253021,0.046387,0.147400
0.014252,0.059631,0.039886,0.340729,0.088928,0.142700,0.066071,0.247803
0.201935,0.030487,0.057922,0.146332,0.000031,0.141144,0.118347,0.303802
0.160187,0.343933,0.028442,0.096100,0.067078,0.229034,0.038239,0.036987
0.097504,0.080841,0.011597,0.145996,0.121490,0.537720,0.002838,0.002014
0.048431,0.045959,0.195618,0.147705,0.187439,0.269440,0.036896,0.068512
0.201965,0.025330,0.183411,0.040894,0.152527,0.023926,0.140991,0.230957
0.466339,0.131470,0.026947,0.009949,0.086182,0.107880,0.026001,0.145233
0.184265,0.058594,0.132263,0.179993,0.010620,0.172150,0.167175,0.094940
0.080383,0.108551,0.162354,0.143158,0.090149,0.020111,0.093781,0.301514
0.149109,0.426910,0.036011,0.008331,0.070740,0.049622,0.063782,0.195496
0.043213,0.571472,0.053070,0.059906,0.140045,0.043823,0.064972,0.023499
0.108551,0.065369,0.131897,0.009186,0.254181,0.282013,0.017822,0.130981
0.076599,0.002747,0.075531,0.172028,0.314056,0.103333,0.075684,0.180023
0.152649,0.146088,0.110229,0.039276,0.017303,0.035645,0.043884,0.454926
0.313873,0.009155,0.401978,0.012970,0.088684,0.046661,0.085724,0.040955
0.065735,0.061493,0.172821,0.224518,0.085052,0.175323,0.159027,0.056030
0.072266,0.032532,0.217316,0.182922,0.148804,0.221771,0.080475,0.043915
0.114532,0.112549,0.063202,0.202240,0.058624,0.111633,0.257172,0.080048
0.379120,0.003235,0.114441,0.012451,0.022888,0.156006,0.105194,0.206665
0.005890,0.094727,0.294556,0.211090,0.016785,0.084808,0.155365,0.136780
